sep=,
time,Centar
2018-07-1 00:00:00,
2018-07-2 00:00:00,
2018-07-3 00:00:00,
2018-07-4 00:00:00,
2018-07-5 00:00:00,
2018-07-6 00:00:00,
2018-07-7 00:00:00,
2018-07-8 00:00:00,
2018-07-9 00:00:00,
2018-07-10 00:00:00,
2018-07-11 00:00:00,
2018-07-12 00:00:00,
2018-07-13 00:00:00,
2018-07-14 00:00:00,
2018-07-15 00:00:00,
2018-07-16 00:00:00,
2018-07-17 00:00:00,30.7762
2018-07-18 00:00:00,26.7076
2018-07-19 00:00:00,43.3342
2018-07-20 00:00:00,74.5286
2018-07-21 00:00:00,40.6965
2018-07-22 00:00:00,36.9911
2018-07-23 00:00:00,
2018-07-24 00:00:00,
2018-07-25 00:00:00,
2018-07-26 00:00:00,
2018-07-27 00:00:00,
2018-07-28 00:00:00,
2018-07-29 00:00:00,
2018-07-30 00:00:00,
2018-07-31 00:00:00,28.686
